Property_Type,Location,Lat-Lon,Price_USD,Area_sqm,Bedrooms,Bathrooms,Year_Built,Parking_Spaces
Villa,"Assosa, Sherkole, District 3","(10.08523, 34.52675)","$115,300",238 sqm,1,1.0,1964.0,0.0
Condominium,"Addis Ababa, Kirkos, Kebele 06","8.980130,38.685077",273893,361,2,2.0,2002.0,2.0
Apartment,"Jimma, Hermata, Area 12","7.546451,36.881736",183448,297 sqm,1,1.0,2004.0,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 4","(13.53087, 39.40236)",75184,233 sqm,zero,1.0,1963.0,0.0
Condominium,"Addis Ababa, Bole, Kebele 06","8.938841,38.719686",390492,495 sqm,3,3.0,1996.0,1.0
Apartment,"Jimma, Hermata, Area 8",,"$163,278",353,2,3.0,2018.0,3.0
Apartment,"Addis Ababa, Bole, Kebele 03","(9.00705, 38.81649)",241354,210 sqm,zero,0.0,1990.0,0.0
Villa,"Addis Ababa, Arada, Woreda 09 Admin",Lon: 38.7065 / Lat: 8.9471,351956,316 sqm,2,1.0,1972.0,0.0
Apartment,"Assosa, Sherkole, District 5","10.109700,34.505837","$73,624",226,1,1.0,1969.0,1.0
Condominium,"Jimma, Jiren, Kebele 7","(7.73270, 36.83149)",106901,220,1,1.0,1968.0,0.0
Villa,"Dire Dawa, Goro, Sector 7",Lon: 41.8510 / Lat: 9.4973,417208,369 sqm,2,2.0,,
Condominium,"Gondar, Maraki, Community Block D","12.669600,37.429554","$171,579",272,zero,0.0,,0.0
Apartment,"Harar, Amir-Nur, Block 10","9.316786,42.061266","$278,921",448,4,4.0,2024.0,3.0
Villa,"Assosa, Sherkole, District 4","10.008157,34.573218",296405,450,1,1.0,2019.0,2.0
Apartment,"Gambella, Newland, Zone 1",Lon: 34.5823 / Lat: 8.2423,183165,407,2,2.0,1984.0,0.0
Apartment,"Adama, Boku, Ganda 6","8.517334,39.244086",155203,196,1,2.0,1978.0,1.0
Condominium,"Gondar, Arada, Zone 1","12.588996,37.457049",228137,388,2,2.0,1981.0,1.0
Apartment,"Jimma, Jiren, Kebele 1",Lon: 36.9080 / Lat: 7.6083,"$125,157",264 sqm,1,2.0,2012.0,1.0
Villa,"Gondar, Arada, Zone 9","12.583301,37.441640",234781,236 sqm,3,3.0,1960.0,0.0
Condominium,"Dire Dawa, Kezira, Kebele 7","9.577807,41.855564","$199,713",418,1,2.0,2024.0,2.0
Villa,"Gondar, Fasiledes, Kebele 7","(12.61511, 37.45713)",250366,275 sqm,2,2.0,2005.0,2.0
Villa,"Mekelle, Hadnet, Admin Unit 3","13.405800,39.563441",290623,332,2,1.0,1988.0,1.0
Apartment,"Harar, Jugol, Gate 2",Lon: 42.1586 / Lat: 9.2478,"$214,578",361,1,2.0,2024.0,2.0
Condominium,"Mekelle, Hawelti, Kebele 10","13.507433,39.425286",244197,421,2,3.0,2024.0,3.0
Villa,"Harar, Abadir, Zone 1","9.356944,42.092851",265661,348,2,2.0,,
Apartment,"Harar, Amir-Nur, Block 10","(9.35116, 42.14513)",177359,311,1,0.0,2005.0,0.0
Villa,"Harar, Jugol, Gate 5","9.304944,42.160431","$454,416",484,4,4.0,1999.0,4.0
Apartment,"Jimma, Jiren, Kebele 9","(7.64106, 36.80496)",124360,241,1,1.0,1988.0,0.0
Condominium,"Jimma, Jiren, Kebele 10","7.691669,36.725380",61034,177,zero,0.0,1960.0,0.0
Villa,"Assosa, Menge, Village Unit 6","(10.05879, 34.54582)",148037,300 sqm,1,0.0,1983.0,0.0
Villa,"Adama, Dabe, Kebele 12","(8.51007, 39.25486)",280190,321,4,4.0,1968.0,1.0
Condominium,"Gondar, Maraki, Community Block D",Lon: 37.4510 / Lat: 12.5958,259091,427,3,3.0,2011.0,2.0
Apartment,"Adama, Goro, Rural Kebele 25","8.636903,39.221116",235476,361 sqm,1,1.0,2001.0,0.0
Condominium,"Jimma, Hermata, Area 5","7.731948,36.737071",219024,500,4,4.0,2024.0,5.0
Condominium,"Assosa, Sherkole, District 4","10.066540,34.497765",106414,303,1,1.0,2000.0,1.0
Villa,"Addis Ababa, Kirkos, Kebele 01","9.032525,38.674960",478597,380,2,,,0.0
Condominium,"Assosa, Sherkole, District 5",,138491,399,3,2.0,2002.0,1.0
Apartment,"Assosa, Sherkole, District 1","10.026254,34.629937",89880,290 sqm,1,1.0,1971.0,0.0
Condominium,"Adama, Boku, Ganda 4","8.486129,39.212713",128932,260,1,1.0,,0.0
Condominium,"Mekelle, Hadnet, Admin Unit 1",Lon: 39.3769 / Lat: 13.5174,"$129,901",260 sqm,one,2.0,1992.0,1.0
Apartment,"Harar, Jugol, Gate 3","9.268359,42.129073","$119,700",226 sqm,zero,0.0,1995.0,0.0
Apartment,"Mekelle, Hawelti, Kebele 4","13.508222,39.494271",243654,353 sqm,3,4.0,1996.0,3.0
Apartment,"Gondar, Arada, Zone 11","12.645159,37.411611","$150,621",242,1,1.0,1993.0,1.0
Apartment,"Gambella, Tier-kidi, Block 6","(8.21764, 34.53711)","$149,083",318,2,2.0,1980.0,0.0
Condominium,"Gambella, Tier-kidi, Block 3","8.166593,34.573177",119235,387,3,3.0,1976.0,0.0
Apartment,"Dire Dawa, Kezira, Kebele 9",,139939,186 sqm,1,1.0,1983.0,0.0
Apartment,"Adama, Dabe, Kebele 8",Lon: 39.3192 / Lat: 8.5233,207046,359,2,1.0,2024.0,1.0
Apartment,"Assosa, Sherkole, District 5","(10.02352, 34.50591)",158279,365 sqm,2,1.0,2001.0,1.0
Condominium,"Gondar, Maraki, Community Block B","12.608869,37.497776",124322,303,zero,1.0,1999.0,1.0
Apartment,"Jimma, Jiren, Kebele 3","7.670923,36.949974",181952,424,1,1.0,2024.0,2.0
Condominium,"Mekelle, Hawelti, Kebele 11","(13.48523, 39.41398)",70330,167,zero,,1983.0,0.0
Condominium,"Gambella, Newland, Zone 1","(8.19273, 34.62360)","$113,582",283 sqm,2,2.0,1990.0,0.0
Villa,"Gambella, Newland, Zone 4","(8.23461, 34.58243)",252871,413,2,3.0,2018.0,
Villa,"Mekelle, Hadnet, Admin Unit 6","13.470547,39.556508",345553,388,1,,2000.0,1.0
Apartment,"Dire Dawa, Kezira, Kebele 2","9.634053,41.899422",260195,474 sqm,4,4.0,1979.0,1.0
Apartment,"Gambella, Tier-kidi, Block 1","8.257703,34.546358",132385,352,3,2.0,1991.0,0.0
Villa,"Harar, Amir-Nur, Block 10",,134993,225,zero,,1983.0,0.0
Apartment,"Adama, Dabe, Kebele 5","8.513093,39.350127","$274,446",431 sqm,4,3.0,2001.0,2.0
Condominium,"Mekelle, Hadnet, Admin Unit 6","13.513189,39.489811",106316,299,1,2.0,1979.0,0.0
Apartment,"Dire Dawa, Kezira, Kebele 7","(9.51247, 41.86010)","$146,422",286,zero,1.0,1979.0,1.0
Apartment,"Mekelle, Hadnet, Admin Unit 9","13.534540,39.491346","$241,357",360 sqm,2,,1984.0,0.0
Apartment,"Gondar, Fasiledes, Kebele 6","12.425177,37.419177",279125,373 sqm,1,2.0,2016.0,1.0
Apartment,"Gondar, Arada, Zone 5",,"$206,075",314,3,3.0,1965.0,2.0
Condominium,"Harar, Jugol, Gate 1",Lon: 42.1397 / Lat: 9.2918,"$105,024",266 sqm,1,1.0,2014.0,1.0
Villa,"Addis Ababa, Lideta, Zone 1",Lon: 38.8056 / Lat: 9.0281,"$239,532",150,zero,0.0,1977.0,
Apartment,"Adama, Goro, Rural Kebele 24",Lon: 39.2734 / Lat: 8.5096,"$120,629",223,zero,0.0,1971.0,0.0
Apartment,"Bahir Dar, Gish Abay, Sector 9",,"$143,326",237,1,1.0,1963.0,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 9","13.502648,39.483935",193090,465,2,3.0,1989.0,2.0
Apartment,"Harar, Amir-Nur, Block 17","9.287931,42.133503",174489,302 sqm,1,0.0,2002.0,
Apartment,"Jimma, Hermata, Area 9","7.746240,36.892340",135065,233,1,,1992.0,1.0
Condominium,"Assosa, Menge, Village Unit 6","(10.04889, 34.49266)",60053,163 sqm,zero,0.0,1985.0,
Villa,"Gondar, Arada, Zone 4","12.545847,37.365321",450742,377 sqm,3,3.0,2004.0,1.0
Villa,"Addis Ababa, Lideta, Zone 3","9.007020,38.694470",468491,267,zero,0.0,1994.0,0.0
Villa,"Gambella, Newland, Zone 2","8.240703,34.614337",74523,150,zero,0.0,1960.0,0.0
Villa,"Gambella, Tier-kidi, Block 3","8.214793,34.521743",201185,312,2,3.0,1984.0,0.0
Villa,"Bahir Dar, Meshenti, Village 2","11.648006,37.316074","$311,513",304,zero,1.0,2002.0,0.0
Villa,"Jimma, Jiren, Kebele 3",Lon: 36.7518 / Lat: 7.6957,"$195,049",219 sqm,zero,1.0,1997.0,0.0
Condominium,"Addis Ababa, Bole, Kebele 08",,"$242,926",265,1,,1977.0,0.0
Villa,"Dire Dawa, Goro, Sector 10","9.608157,41.775726",292295,356,2,2.0,1981.0,0.0
Villa,"Jimma, Jiren, Kebele 6",Lon: 36.8439 / Lat: 7.7133,216433,329,1,2.0,1976.0,0.0
Apartment,"Harar, Amir-Nur, Block 18","9.348838,42.070611",267814,443,4,3.0,1996.0,3.0
Condominium,"Gondar, Maraki, Community Block D","12.649376,37.354856",278465,474 sqm,4,3.0,2013.0,3.0
Condominium,"Adama, Dabe, Kebele 13","(8.61076, 39.18105)",228997,372,2,3.0,1969.0,0.0
Apartment,"Adama, Boku, Ganda 9","8.467988,39.235675",193818,341 sqm,zero,0.0,1999.0,0.0
Villa,"Adama, Goro, Rural Kebele 20","8.591471,39.256654",248209,304,1,0.0,1987.0,0.0
Condominium,"Gambella, Newland, Zone 1","8.298509,34.553699",114077,312,1,0.0,,
Villa,"Harar, Jugol, Gate 4","9.279063,42.186672","$367,875",432,3,3.0,2005.0,2.0
Villa,"Adama, Goro, Rural Kebele 23","8.542193,39.247684","$172,174",158,1,1.0,1960.0,0.0
Condominium,"Assosa, Menge, Village Unit 7",,"$62,861",193,zero,0.0,1996.0,0.0
Condominium,"Assosa, Sherkole, District 3","10.095949,34.565950","$137,405",392 sqm,2,2.0,1999.0,1.0
Condominium,"Jimma, Jiren, Kebele 8","(7.65202, 36.77024)","$91,710",190,zero,0.0,1992.0,0.0
Condominium,"Gondar, Fasiledes, Kebele 8",,202497,378,1,1.0,1997.0,0.0
Apartment,"Adama, Dabe, Kebele 14","(8.52482, 39.26945)",344400,372 sqm,3,3.0,2024.0,2.0
Condominium,"Dire Dawa, Goro, Sector 9","(9.55798, 41.88253)","$152,123",449 sqm,2,1.0,,1.0
Apartment,"Gambella, Tier-kidi, Block 7","(8.25017, 34.59071)","$101,227",227,zero,0.0,2011.0,0.0
Villa,"Bahir Dar, Gish Abay, Sector 6",,"$386,522",327,2,2.0,1993.0,2.0
Condominium,"Mekelle, Hawelti, Kebele 6",Lon: 39.4942 / Lat: 13.4114,"$153,295",297 sqm,1,1.0,2008.0,1.0
Villa,"Assosa, Sherkole, District 2","(10.07558, 34.54889)",175164,329,1,1.0,2010.0,0.0
Apartment,"Gambella, Newland, Zone 4","(8.30576, 34.51052)",71831,150 sqm,zero,0.0,1969.0,0.0
Condominium,"Jimma, Hermata, Area 9","7.643741,36.789964","$133,939",385 sqm,2,2.0,2006.0,2.0
Apartment,"Assosa, Sherkole, District 4",Lon: 34.5348 / Lat: 10.0432,219027,457 sqm,3,3.0,2001.0,4.0
Villa,"Adama, Boku, Ganda 9","(8.55111, 39.29204)",242856,238 sqm,1,2.0,1978.0,1.0
Condominium,"Harar, Abadir, Zone 2","(9.25758, 42.04759)",150872,359,2,2.0,1984.0,0.0
Apartment,"Adama, Boku, Ganda 6",,"$92,188",150,zero,0.0,1981.0,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 2","(13.61281, 39.47599)",135082,247,1,3.0,1987.0,2.0
Villa,"Dire Dawa, Goro, Sector 1",Lon: 41.8509 / Lat: 9.6357,"$230,141",205,zero,1.0,,1.0
Villa,"Harar, Jugol, Gate 5","(9.40712, 42.11402)",154429,184,zero,0.0,2002.0,0.0
Condominium,"Addis Ababa, Arada, Woreda 10 Admin","8.986724,38.646502","$297,391",322 sqm,2,2.0,1992.0,2.0
Villa,"Mekelle, Hawelti, Kebele 12","(13.55662, 39.56575)",234865,343,2,1.0,1985.0,0.0
Villa,"Adama, Boku, Ganda 5","(8.50098, 39.28994)","$270,926",311 sqm,1,1.0,1992.0,1.0
Apartment,"Jimma, Hermata, Area 11",Lon: 36.8808 / Lat: 7.6822,"$152,160",332,zero,1.0,1990.0,2.0
Apartment,"Mekelle, Kedamay Weyane, Community 4","13.489892,39.458358",202012,368,3,2.0,2003.0,0.0
Villa,"Adama, Goro, Rural Kebele 28","8.620464,39.305832",189103,238,zero,1.0,1977.0,0.0
Apartment,"Jimma, Hermata, Area 9","7.746454,36.830626","$85,610",188,zero,0.0,1973.0,0.0
Villa,"Harar, Abadir, Zone 7","9.285291,42.095562","$324,200",379 sqm,3,4.0,,3.0
Apartment,"Mekelle, Hadnet, Admin Unit 2","(13.42816, 39.47330)",164291,265,2,2.0,1979.0,0.0
Condominium,"Addis Ababa, Kirkos, Kebele 03","(9.02058, 38.76034)",146537,252 sqm,zero,0.0,1971.0,0.0
Villa,"Jimma, Hermata, Area 7","7.769545,36.771694","$252,838",355,2,1.0,1993.0,0.0
Villa,"Harar, Amir-Nur, Block 18","(9.29964, 42.11919)","$309,738",374,1,2.0,2022.0,2.0
Villa,"Adama, Goro, Rural Kebele 23","8.573810,39.244367",421864,394 sqm,2,2.0,2024.0,2.0
Villa,"Gondar, Arada, Zone 3","12.571652,37.563757",190654,233,zero,1.0,1989.0,0.0
Apartment,"Addis Ababa, Bole, Kebele 09","8.967510,38.766298",319751,374,1,0.0,1997.0,0.0
Apartment,"Gambella, Tier-kidi, Block 7","8.226343,34.589781","$111,747",220 sqm,1,1.0,1981.0,0.0
Apartment,"Gambella, Newland, Zone 1",,274082,490,3,2.0,2003.0,1.0
Villa,"Adama, Dabe, Kebele 14","8.545585,39.299930",232400,245 sqm,1,1.0,1976.0,0.0
Apartment,"Bahir Dar, Gish Abay, Sector 6","11.571361,37.389968","$203,320",244,2,0.0,1990.0,0.0
Condominium,"Addis Ababa, Bole, Kebele 03","9.036432,38.766849",157136,321 sqm,1,1.0,1984.0,
Villa,"Gambella, Tier-kidi, Block 5","8.284777,34.662863","$187,628",283,1,1.0,1983.0,0.0
Condominium,"Gondar, Maraki, Community Block D","12.611146,37.446722",116452,331,1,1.0,1980.0,0.0
Villa,"Harar, Abadir, Zone 2","9.337977,42.083843",161084,240 sqm,1,2.0,1967.0,0.0
Apartment,"Gambella, Newland, Zone 4","(8.25756, 34.55868)","$132,685",329 sqm,1,1.0,2024.0,2.0
Condominium,"Gondar, Arada, Zone 11",,"$129,702",301,zero,0.0,2003.0,0.0
Condominium,"Jimma, Jiren, Kebele 12","7.646205,36.792786",178066,376,2,2.0,2000.0,0.0
Condominium,"Harar, Abadir, Zone 7","9.311690,42.265186","$175,257",472 sqm,3,2.0,2001.0,2.0
Condominium,"Dire Dawa, Kezira, Kebele 4","9.645387,41.838611","$105,106",275,1,2.0,1984.0,0.0
Condominium,"Harar, Abadir, Zone 3","9.332027,42.074628",167590,401,3,3.0,1993.0,2.0
Condominium,"Mekelle, Kedamay Weyane, Community 2","13.471112,39.450625","$107,719",257,zero,1.0,1984.0,0.0
Condominium,"Dire Dawa, Goro, Sector 4","9.626851,41.977305",142313,281,2,2.0,1994.0,0.0
Apartment,"Harar, Jugol, Gate 4",,256821,500 sqm,4,5.0,2010.0,3.0
Condominium,"Dire Dawa, Goro, Sector 1","(9.57039, 41.81222)","$168,883",301 sqm,1,1.0,,1.0
Condominium,"Adama, Dabe, Kebele 9","(8.52529, 39.23088)","$154,979",202 sqm,2,2.0,2003.0,1.0
Apartment,"Adama, Boku, Ganda 1","(8.62263, 39.32294)",202519,329,1,0.0,2005.0,1.0
Condominium,"Jimma, Hermata, Area 5",Lon: 36.8064 / Lat: 7.6424,69710,183,1,2.0,1960.0,0.0
Condominium,"Jimma, Jiren, Kebele 15","7.615433,36.754916","$150,457",334,3,3.0,1972.0,
Condominium,"Gondar, Arada, Zone 11",Lon: 37.4306 / Lat: 12.5604,"$175,358",309 sqm,3,1.0,2011.0,0.0
Villa,"Harar, Amir-Nur, Block 11",Lon: 42.0996 / Lat: 9.3407,287154,414,1,2.0,2019.0,2.0
Apartment,"Jimma, Hermata, Area 10","(7.68059, 36.87335)","$171,472",341,2,,2001.0,0.0
Condominium,"Jimma, Hermata, Area 12","7.637796,36.762641",104002,274,2,1.0,,0.0
Villa,"Gondar, Fasiledes, Kebele 1","12.509396,37.448580",476554,396,1,1.0,2022.0,3.0
Condominium,"Mekelle, Hadnet, Admin Unit 7","13.471384,39.465748",231743,362 sqm,2,2.0,,1.0
Apartment,"Jimma, Jiren, Kebele 11",Lon: 36.7978 / Lat: 7.6701,"$181,588",280 sqm,2,2.0,1988.0,0.0
Villa,"Mekelle, Kedamay Weyane, Community 10","(13.57522, 39.51498)",213370,276 sqm,1,1.0,1989.0,2.0
Villa,"Assosa, Sherkole, District 3","10.165041,34.530559",116486,264,zero,0.0,1978.0,0.0
Villa,"Mekelle, Hadnet, Admin Unit 4","(13.50643, 39.46643)","$155,270",198,zero,0.0,1986.0,0.0
Condominium,"Jimma, Jiren, Kebele 5","(7.72321, 36.81260)",146913,338,2,2.0,1984.0,1.0
Condominium,"Mekelle, Kedamay Weyane, Community 11","13.458888,39.531289",226449,390,2,2.0,2024.0,0.0
Villa,"Adama, Boku, Ganda 6","(8.49523, 39.29828)",183232,238,zero,0.0,1965.0,0.0
Condominium,"Dire Dawa, Kezira, Kebele 8","9.657363,41.895632",211386,374,3,3.0,1976.0,0.0
Villa,"Adama, Goro, Rural Kebele 20","(8.50994, 39.20875)","$128,988",150,zero,0.0,1984.0,0.0
Apartment,"Bahir Dar, Gish Abay, Sector 4","11.549523,37.315604","$338,821",398,4,,1998.0,4.0
Condominium,"Bahir Dar, Gish Abay, Sector 4","11.621718,37.449232",245216,395,2,2.0,1996.0,1.0
Apartment,"Jimma, Hermata, Area 12","7.709803,36.822560","$117,905",310,1,1.0,1970.0,
Apartment,"Dire Dawa, Kezira, Kebele 8",Lon: 41.9185 / Lat: 9.6073,172903,273,2,1.0,1977.0,0.0
Condominium,"Mekelle, Hawelti, Kebele 2","13.499474,39.543748",163422,307,2,2.0,2003.0,1.0
Villa,"Gambella, Tier-kidi, Block 4","(8.22108, 34.58386)","$211,790",333 sqm,2,2.0,2004.0,0.0
Condominium,"Bahir Dar, Meshenti, Village 6",Lon: 37.4729 / Lat: 11.4865,196175,299 sqm,1,1.0,2010.0,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 4","13.477673,39.495050",218559,399 sqm,3,3.0,1985.0,1.0
Apartment,"Bahir Dar, Gish Abay, Sector 6","11.636296,37.360383",352788,400,1,,2019.0,1.0
Villa,"Adama, Boku, Ganda 4","8.552697,39.321118","$181,513",261,zero,0.0,1967.0,0.0
Villa,"Assosa, Menge, Village Unit 9","10.020248,34.469686","$215,032",352,1,2.0,2008.0,2.0
Condominium,"Addis Ababa, Kirkos, Kebele 05","9.015590,38.744616",174410,207 sqm,zero,0.0,2003.0,0.0
Condominium,"Adama, Boku, Ganda 9","8.577853,39.344017",129865,250,2,2.0,1976.0,0.0
Apartment,"Jimma, Hermata, Area 13","7.610949,36.848142",247288,389 sqm,4,4.0,1983.0,1.0
Villa,"Gondar, Fasiledes, Kebele 1",Lon: 37.4399 / Lat: 12.5711,245254,295,1,1.0,2004.0,0.0
Villa,"Dire Dawa, Kezira, Kebele 4","9.634369,41.847835",191642,344 sqm,2,2.0,,0.0
Apartment,"Addis Ababa, Lideta, Zone 3",Lon: 38.7293 / Lat: 9.0291,311710,393,2,1.0,1992.0,0.0
Condominium,"Harar, Jugol, Gate 1","9.211635,42.073914",173818,310,2,3.0,1978.0,1.0
Apartment,"Dire Dawa, Kezira, Kebele 6",Lon: 41.8097 / Lat: 9.6482,271963,401,3,3.0,1991.0,
Apartment,"Gambella, Newland, Zone 3","8.254671,34.626514",192560,371,2,2.0,,4.0
Condominium,"Harar, Abadir, Zone 4","9.237748,42.112098",115058,271 sqm,zero,0.0,2007.0,0.0
Villa,"Assosa, Sherkole, District 2","10.084792,34.577778",343765,434,2,2.0,2024.0,4.0
Condominium,"Assosa, Menge, Village Unit 5","10.026520,34.528235",83857,293,2,1.0,1960.0,0.0
Condominium,"Gondar, Maraki, Community Block D","12.687314,37.374575",126640,160 sqm,1,1.0,1985.0,
Apartment,"Dire Dawa, Goro, Sector 6","9.539083,41.816928","$94,307",179,1,1.0,1960.0,0.0
Villa,"Bahir Dar, Tana, Kebele 7","(11.68717, 37.34863)",276788,204,zero,1.0,1991.0,1.0
Villa,"Mekelle, Hawelti, Kebele 1","13.480429,39.474278",258990,325,2,2.0,1960.0,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 7","13.403916,39.429608","$180,898",315 sqm,zero,1.0,2012.0,2.0
Apartment,"Adama, Dabe, Kebele 12","8.517714,39.324320","$221,921",408,2,3.0,1982.0,1.0
Villa,"Addis Ababa, Arada, Woreda 08 Admin","9.073035,38.858089",532741,265,2,2.0,1998.0,0.0
Condominium,"Mekelle, Hadnet, Admin Unit 7","13.578116,39.514305","$66,051",150,zero,0.0,1960.0,0.0
Villa,"Addis Ababa, Arada, Woreda 05 Admin","(9.03575, 38.78816)",330538,199,2,2.0,,
Villa,"Jimma, Jiren, Kebele 4","7.585782,36.805958",154987,222 sqm,zero,0.0,2001.0,0.0
Apartment,"Dire Dawa, Kezira, Kebele 3","9.551635,41.898667",221483,444 sqm,2,1.0,1964.0,0.0
Apartment,"Assosa, Sherkole, District 2","(10.11178, 34.61574)",153898,397,2,1.0,1988.0,0.0
Apartment,"Gondar, Arada, Zone 9","12.654913,37.490318","$251,092",347,2,3.0,2004.0,2.0
Condominium,"Jimma, Jiren, Kebele 7","7.559831,36.803328","$153,069",402,2,2.0,2006.0,0.0
Condominium,"Dire Dawa, Goro, Sector 10","9.541835,41.862083",141366,332,2,2.0,1981.0,
Villa,"Gambella, Newland, Zone 3","8.257020,34.629922",280729,401,2,2.0,1970.0,
Condominium,"Gondar, Arada, Zone 4","(12.62142, 37.33003)","$193,820",266,2,2.0,1989.0,0.0
Villa,"Adama, Boku, Ganda 7",,284669,335 sqm,1,3.0,2005.0,2.0
Villa,"Assosa, Menge, Village Unit 9","10.044240,34.581635",169098,334 sqm,1,1.0,2004.0,1.0
Villa,"Mekelle, Hawelti, Kebele 7","(13.57730, 39.48080)","$189,372",236 sqm,zero,0.0,2011.0,1.0
Villa,"Dire Dawa, Goro, Sector 4","9.625602,41.775271","$255,677",293,zero,0.0,2007.0,0.0
Apartment,"Harar, Abadir, Zone 5","9.293015,42.114018",107519,182,1,1.0,1984.0,0.0
Condominium,"Jimma, Jiren, Kebele 13","(7.64172, 36.86941)",180422,434,3,3.0,1989.0,1.0
Apartment,"Jimma, Jiren, Kebele 4","(7.64112, 36.82231)","$148,595",377,2,2.0,2015.0,1.0
Condominium,"Bahir Dar, Gish Abay, Sector 8","11.593949,37.349427","$134,340",258,1,1.0,2004.0,2.0
Condominium,"Bahir Dar, Gish Abay, Sector 5",Lon: 37.3668 / Lat: 11.6583,225576,366,1,1.0,2011.0,0.0
Condominium,"Bahir Dar, Meshenti, Village 5","(11.58943, 37.34811)",189591,311 sqm,1,1.0,1988.0,0.0
Villa,"Harar, Jugol, Gate 3","9.291436,42.190516","$331,313",323,2,,1981.0,2.0
Apartment,"Gondar, Arada, Zone 5","(12.58378, 37.42423)",198979,273,1,1.0,2001.0,0.0
Condominium,"Assosa, Sherkole, District 1","10.068778,34.569829","$163,729",447 sqm,4,3.0,2024.0,2.0
Apartment,"Gambella, Newland, Zone 4","8.198774,34.544985",116394,239,2,2.0,1980.0,0.0
Villa,"Gondar, Maraki, Community Block A",Lon: 37.4276 / Lat: 12.6298,365706,387 sqm,2,2.0,1976.0,1.0
Apartment,"Gondar, Arada, Zone 9","(12.51391, 37.47735)",264716,430 sqm,3,3.0,2012.0,1.0
Apartment,"Dire Dawa, Goro, Sector 4","9.580273,41.694721","$298,359",454,4,3.0,1999.0,4.0
Condominium,"Harar, Abadir, Zone 5","9.328023,42.152810",113710,218,1,2.0,,2.0
Condominium,"Gondar, Fasiledes, Kebele 2","12.549196,37.517638","$147,680",275,1,1.0,1998.0,0.0
Villa,"Assosa, Sherkole, District 1","(10.07918, 34.54163)","$214,763",389,2,3.0,2021.0,2.0
Villa,"Harar, Amir-Nur, Block 13","9.235430,42.109288","$309,877",347,2,2.0,,2.0
Apartment,"Gondar, Maraki, Community Block E","12.560111,37.405597",277969,425,3,3.0,1989.0,2.0
Apartment,"Adama, Dabe, Kebele 5","8.538665,39.265296","$230,688",300,2,2.0,,1.0
Apartment,"Gambella, Newland, Zone 4",,122103,372,2,2.0,1985.0,1.0
Villa,"Addis Ababa, Arada, Woreda 10 Admin","8.956487,38.721553",504499,337,2,2.0,2001.0,0.0
Apartment,"Jimma, Hermata, Area 6","7.734231,36.781379",194903,363 sqm,1,1.0,2004.0,2.0
Villa,"Adama, Goro, Rural Kebele 21",Lon: 39.3560 / Lat: 8.5790,235780,274,2,1.0,1976.0,0.0
Condominium,"Adama, Dabe, Kebele 9","8.477643,39.252689","$194,457",353,3,2.0,1978.0,2.0
Apartment,"Adama, Goro, Rural Kebele 20","8.539343,39.295799","$253,244",361,2,2.0,1995.0,2.0
Apartment,"Gambella, Tier-kidi, Block 2","(8.34266, 34.57223)","$56,423",161 sqm,zero,1.0,1966.0,0.0
Villa,"Jimma, Jiren, Kebele 2","7.680537,36.890411",217412,255,zero,,2017.0,1.0
Condominium,"Bahir Dar, Meshenti, Village 1","11.612856,37.306021","$125,956",245 sqm,1,0.0,1971.0,0.0
Condominium,"Bahir Dar, Meshenti, Village 1","11.522873,37.386062",207377,325,zero,1.0,2008.0,1.0
Condominium,"Assosa, Menge, Village Unit 3",,98750,275,2,1.0,2010.0,0.0
Apartment,"Addis Ababa, Bole, Kebele 06","9.047343,38.773000",241463,259 sqm,1,1.0,1991.0,0.0
Condominium,"Jimma, Jiren, Kebele 9","7.658830,36.850939","$176,354",435,3,2.0,2024.0,3.0
Apartment,"Assosa, Menge, Village Unit 4","10.036715,34.492992",177872,415 sqm,3,2.0,1995.0,3.0
Apartment,"Adama, Dabe, Kebele 9","8.526798,39.259390","$220,723",289,1,1.0,2020.0,1.0
Condominium,"Gondar, Fasiledes, Kebele 4","12.594192,37.440390",226959,421,3,3.0,1981.0,1.0
Apartment,"Adama, Dabe, Kebele 13","8.521967,39.297015","$143,952",281,zero,0.0,1967.0,0.0
Apartment,"Bahir Dar, Meshenti, Village 4","11.620806,37.421946",243705,281,2,1.0,,0.0
Apartment,"Gambella, Tier-kidi, Block 2","8.139836,34.561433",133078,280,2,3.0,2011.0,2.0
Apartment,"Adama, Boku, Ganda 1","8.621372,39.263647","$228,748",335,1,2.0,2010.0,3.0
Condominium,"Gambella, Tier-kidi, Block 4","8.302635,34.613937","$93,319",338,2,1.0,1999.0,0.0
Villa,"Assosa, Sherkole, District 2","(9.99224, 34.51595)","$371,061",500,3,4.0,2024.0,3.0
Apartment,"Gondar, Fasiledes, Kebele 9","12.539574,37.504980","$149,550",212,1,0.0,1981.0,0.0
Villa,"Mekelle, Hadnet, Admin Unit 3","13.476547,39.468064",237188,359,2,1.0,1978.0,0.0
Villa,"Gondar, Maraki, Community Block E","12.586817,37.407433",363146,412 sqm,2,2.0,2002.0,1.0
Apartment,"Gondar, Arada, Zone 10",Lon: 37.4932 / Lat: 12.6840,"$267,874",343 sqm,3,4.0,1992.0,
